EP001	EP002	EP003	EP004	EP005	EP006	EP007	EP008	EP009	EP010	EP011	EP012	EP013	EP014	EP015	EP016	EP017	EP018	EP019	EP020	EP021	EP022	EP023	EP024	EP025	EP026	EP027	EP028	EP029	EP030	EP031	EP032	EP033	EP034	EP035	EP036	EP037	EP038	EP039	EP040	EP041	EP042	EP043	EP044	EP045	EP046	EP047	EP048	EP049	EP050	EP051	EP052	EP053	EP054	EP055	EP056	EP057	EP058	EP059	EP060	EP061	EP062	EP063	EP064	EP065	EP066	EP067	EP068	EP069	EP070	EP071	EP072	EP073	EP074	EP075	EP076	EP077	EP078	EP079	EP080	EP081	EP082	EP083	EP084	EP085	EP086	EP087	EP088	EP089	EP090	EP091	EP092	EP093	EP094	EP095	EP096	EP097	EP098	EP099	EP100	EP101	EP102	EP103	EP104
cg26069044	0.59963	0.83952	0.47269	0.52473	0.83878	0.801	0.51696	0.50857	0.4815	0.50749	0.87546	0.84015	0.51803	0.84395	0.49544	0.51615	0.84418	0.53	0.8492	0.47959	0.83075	0.81249	0.79018	0.51495	0.08114	0.52855	0.83022	0.84396	0.52641	0.48733	0.07423	0.52507	0.81964	0.08035	0.84097	0.83375	0.08942	0.84488	0.08157	0.51862	0.83596	0.81555	0.53263	0.50183	0.5241	0.5261	0.8464	0.53454	0.51346	0.51079	0.8658	0.53441	0.85078	0.49135	0.07782	0.49535	0.81997	0.83301	0.81092	0.82087	0.06998	0.8293	0.50838	0.80146	0.87348	0.70812	0.81503	0.88511	0.83549	0.51103	0.50324	0.82581	0.80163	0.8349	0.48994	0.51572	0.14474	0.45834	0.7507	0.81515	0.82077	0.50885	0.50623	0.08034	0.51183	0.50565	0.093	0.83012	0.47927	0.82991	0.81569	0.81073	0.85507	0.54926	0.5054	0.07605	0.85678	0.07795	0.53713	0.80646	0.54258	0.48059	0.0902	0.82003
cg15617814	0.15329	0.31395	0.22479	0.17126	0.16372	0.64851	0.13755	0.60888	0.56053	0.17079	0.14979	0.70847	0.3959	0.11616	0.12411	0.47762	0.41764	0.472	0.13724	0.0989	0.46954	0.12785	0.23672	0.10969	0.14617	0.41508	0.26247	0.59839	0.13489	0.1638	0.23652	0.35856	0.52579	0.1176	0.12406	0.55931	0.1196	0.11352	0.14866	0.32505	0.22852	0.11321	0.48442	0.69564	0.1145	0.73511	0.21807	0.15168	0.13006	0.15706	0.48425	0.14049	0.54597	0.37394	0.37541	0.67975	0.63608	0.14871	0.11588	0.13074	0.50865	0.1949	0.12655	0.59116	0.33162	0.14737	0.24939	0.16097	0.5669	0.56479	0.36565	0.13262	0.56711	0.16987	0.42712	0.14712	0.14619	0.11715	0.12638	0.51419	0.13215	0.35887	0.67495	0.61796	0.128	0.15452	0.19877	0.1159	0.56909	0.12654	0.1265	0.55779	0.11249	0.14541	0.74511	0.30356	0.12269	0.66146	0.12803	0.16633	0.52083	0.58755	0.12607	0.16697
cg19717586	0.22527	0.51565	0.1421	0.19336	0.14043	0.62356	0.12773	0.5566	0.6727	0.17619	0.17246	0.66594	0.54713	0.13365	0.12762	0.40352	0.21634	0.15632	0.12715	0.16163	0.42341	0.15659	0.42031	0.13946	0.151	0.53523	0.35809	0.57532	0.17798	0.14891	0.15571	0.33687	0.58467	0.15698	0.15887	0.65429	0.17782	0.15625	0.1902	0.39221	0.28092	0.14706	0.47626	0.62987	0.15199	0.68529	0.51056	0.1571	0.17081	0.16676	0.42127	0.13863	0.36185	0.36233	0.289	0.71828	0.62611	0.17804	0.12829	0.14436	0.58337	0.22558	0.13171	0.62371	0.50239	0.18708	0.42395	0.16068	0.57103	0.37111	0.45957	0.13221	0.43074	0.18561	0.1682	0.16291	0.14943	0.13436	0.18126	0.59897	0.19675	0.55383	0.64767	0.49458	0.16041	0.16629	0.20825	0.14634	0.59556	0.12041	0.16393	0.6531	0.13725	0.20295	0.69873	0.42705	0.14903	0.14872	0.14405	0.11388	0.50133	0.58087	0.12759	0.20383
cg08161922	0.23656	0.69919	0.62977	0.39106	0.10218	0.46771	0.61016	0.62524	0.66005	0.55038	0.49287	0.69105	0.54789	0.65047	0.38873	0.3754	0.64492	0.43497	0.73177	0.6533	0.08623	0.61964	0.50517	0.52993	0.51039	0.12234	0.59661	0.08897	0.33543	0.168	0.64363	0.56134	0.08376	0.08385	0.19654	0.50673	0.63267	0.13358	0.58853	0.1049	0.47965	0.6381	0.52191	0.28068	0.7419	0.18142	0.40189	0.26741	0.218	0.12475	0.11148	0.46861	0.18736	0.52448	0.12579	0.60287	0.3106	0.52114	0.63764	0.57617	0.4096	0.33083	0.61668	0.55731	0.52009	0.15142	0.47226	0.29226	0.36717	0.11492	0.39199	0.60582	0.09005	0.38595	0.25765	0.45984	0.33732	0.4808	0.40774	0.24357	0.41092	0.20635	0.09243	0.35916	0.27163	0.43812	0.55224	0.112	0.46209	0.57269	0.11737	0.11323	0.54842	0.25778	0.28128	0.48321	0.62738	0.68032	0.09791	0.34135	0.41907	0.48977	0.42045	0.29835
cg25134647	0.81794	0.14361	0.52565	0.56607	0.10916	0.85262	0.85829	0.5222	0.86491	0.5375	0.14793	0.54096	0.56322	0.54711	0.514	0.11906	0.54986	0.11161	0.87415	0.5169	0.12833	0.85519	0.142	0.11863	0.86643	0.57244	0.58097	0.8665	0.6002	0.6592	0.85556	0.57951	0.85538	0.54532	0.56973	0.1107	0.53269	0.4717	0.58961	0.10883	0.12149	0.52409	0.12516	0.53918	0.56013	0.58318	0.86884	0.85774	0.73765	0.5375	0.86002	0.86558	0.10356	0.5421	0.47568	0.09952	0.53442	0.10084	0.51631	0.1118	0.1137	0.83525	0.10778	0.60571	0.54348	0.56638	0.54744	0.56894	0.55031	0.53393	0.09973	0.53194	0.12275	0.86966	0.53911	0.88083	0.87042	0.8614	0.58818	0.10568	0.86516	0.14406	0.11591	0.54168	0.57688	0.86045	0.59843	0.85867	0.11534	0.84372	0.6219	0.14585	0.10197	0.58126	0.85104	0.55191	0.56819	0.48193	0.11926	0.84784	0.85092	0.55154	0.13891	0.1291
cg01963134	0.51212	0.40213	0.22212	0.12407	0.20372	0.40959	0.54547	0.61837	0.26608	0.10727	0.75505	0.61989	0.12178	0.69323	0.53215	0.14004	0.4962	0.10572	0.6882	0.64682	0.10009	0.55711	0.40155	0.10078	0.14972	0.73806	0.50991	0.10029	0.26269	0.22658	0.63852	0.54313	0.19994	0.12072	0.09474	0.12098	0.35086	0.09733	0.64397	0.40861	0.43162	0.27108	0.19261	0.09732	0.53133	0.09781	0.13473	0.12157	0.087	0.13524	0.21493	0.22883	0.33397	0.09425	0.14635	0.44274	0.09214	0.25398	0.08015	0.59076	0.09028	0.27729	0.6563	0.51577	0.09113	0.08055	0.3346	0.12651	0.08375	0.45365	0.16198	0.56449	0.12457	0.39613	0.40606	0.10556	0.17716	0.67897	0.34663	0.0859	0.35082	0.11105	0.09301	0.26861	0.39388	0.20074	0.63208	0.25563	0.3829	0.10204	0.19832	0.1009	0.68417	0.18816	0.08857	0.20058	0.39625	0.24929	0.1604	0.10108	0.10645	0.20385	0.15049	0.45225
cg02553284	0.44365	0.09756	0.64182	0.45612	0.09462	0.33018	0.11039	0.12573	0.09269	0.08368	0.09181	0.24057	0.48116	0.08968	0.44193	0.48378	0.62757	0.07505	0.11747	0.08337	0.62332	0.15436	0.10212	0.22833	0.10235	0.094	0.47593	0.09212	0.10033	0.50849	0.12522	0.36698	0.4392	0.07891	0.45972	0.18758	0.08188	0.08124	0.07313	0.22201	0.13356	0.08604	0.52213	0.20076	0.10775	0.08179	0.08544	0.09022	0.09164	0.13363	0.08702	0.07425	0.0761	0.08134	0.42931	0.24442	0.23116	0.07487	0.60523	0.07214	0.5674	0.09569	0.09376	0.55343	0.08748	0.37264	0.64921	0.49376	0.67072	0.32324	0.37191	0.64635	0.07577	0.08698	0.25372	0.101	0.36127	0.14684	0.08623	0.60143	0.11583	0.19477	0.07633	0.52212	0.12721	0.10361	0.14267	0.24055	0.08583	0.41859	0.10515	0.5093	0.09623	0.35465	0.50162	0.13181	0.0922	0.56272	0.47911	0.61649	0.44215	0.63792	0.08889	0.08438
cg09889291	0.08403	0.17093	0.58325	0.20014	0.57403	0.62264	0.08309	0.64899	0.59172	0.5229	0.74554	0.65055	0.51242	0.10214	0.42659	0.51976	0.56665	0.12169	0.1752	0.64919	0.61441	0.59927	0.36243	0.17445	0.49112	0.08741	0.09565	0.47243	0.06929	0.61085	0.62857	0.25495	0.44514	0.41541	0.48128	0.14363	0.10354	0.59818	0.53	0.09048	0.08349	0.07572	0.09911	0.17327	0.09134	0.09423	0.07146	0.07651	0.11095	0.41723	0.08531	0.20766	0.07808	0.19661	0.53177	0.56023	0.14973	0.08017	0.62543	0.59115	0.48611	0.09319	0.19059	0.11848	0.09369	0.11894	0.60505	0.42416	0.44164	0.1743	0.14874	0.62596	0.1119	0.15711	0.44952	0.49682	0.31745	0.62783	0.08957	0.59233	0.07591	0.55692	0.07786	0.46281	0.11542	0.08213	0.18532	0.44767	0.68961	0.53647	0.08132	0.53686	0.62592	0.30205	0.59639	0.08465	0.26913	0.26249	0.23633	0.32423	0.3597	0.53555	0.11862	0.08897
cg22196952	0.09637	0.36186	0.59092	0.25324	0.58151	0.64758	0.09585	0.63589	0.58405	0.52978	0.71217	0.6421	0.54371	0.19873	0.44944	0.55485	0.55942	0.23844	0.33123	0.65002	0.56309	0.612	0.45246	0.28365	0.55942	0.06644	0.13432	0.54526	0.05946	0.59284	0.66651	0.44869	0.52613	0.49184	0.55271	0.18821	0.16519	0.60264	0.60161	0.09225	0.0771	0.07511	0.13301	0.23761	0.08994	0.08277	0.07303	0.07472	0.16424	0.50447	0.07217	0.23862	0.09054	0.26188	0.5695	0.60537	0.19305	0.08676	0.6086	0.6097	0.53089	0.10178	0.29244	0.16844	0.08822	0.17241	0.62943	0.48193	0.51189	0.1922	0.24705	0.60679	0.10528	0.27058	0.49171	0.51747	0.34491	0.62023	0.10125	0.56293	0.07274	0.58256	0.07276	0.55011	0.15804	0.07581	0.29683	0.49621	0.68327	0.54184	0.06947	0.60757	0.62221	0.30963	0.6318	0.11435	0.47128	0.3752	0.39022	0.46566	0.40332	0.59611	0.17365	0.07128
cg09101796	0.09371	0.33977	0.53517	0.24006	0.52415	0.59272	0.11538	0.59025	0.54329	0.4731	0.6952	0.60326	0.49861	0.17748	0.44283	0.49708	0.52844	0.2614	0.29405	0.61216	0.52096	0.58085	0.40074	0.2852	0.51069	0.07857	0.14215	0.51359	0.07032	0.54561	0.62275	0.42825	0.46417	0.46404	0.51091	0.18065	0.1403	0.55874	0.57886	0.10439	0.07596	0.07066	0.12525	0.22768	0.07984	0.09989	0.07077	0.07307	0.15773	0.47377	0.07153	0.21209	0.06166	0.23198	0.48722	0.56906	0.18688	0.06931	0.56197	0.56579	0.49179	0.09138	0.26811	0.15127	0.09556	0.18369	0.57884	0.44666	0.47214	0.14772	0.19833	0.56399	0.15541	0.25018	0.42172	0.46001	0.32083	0.57153	0.09436	0.53429	0.08039	0.53955	0.07574	0.52077	0.14108	0.08211	0.23947	0.44173	0.64868	0.5168	0.07423	0.55944	0.61944	0.29544	0.60256	0.10682	0.45516	0.34797	0.34458	0.48256	0.39769	0.57942	0.18117	0.0624
cg06858186	0.4349	0.6481	0.52909	0.19992	0.55066	0.59097	0.5865	0.42389	0.20159	0.19945	0.69432	0.21807	0.20886	0.52322	0.47072	0.24025	0.26027	0.17037	0.46304	0.15431	0.21226	0.2231	0.61868	0.26527	0.55962	0.13471	0.13338	0.3255	0.14803	0.15008	0.74437	0.70255	0.21161	0.55695	0.18422	0.15392	0.13235	0.16313	0.63756	0.23431	0.20558	0.42266	0.14888	0.60192	0.62279	0.25414	0.1434	0.19321	0.1429	0.24301	0.17954	0.57727	0.38223	0.32286	0.19403	0.31645	0.28404	0.16555	0.72587	0.49291	0.52693	0.18963	0.14004	0.32136	0.25257	0.79375	0.73833	0.49667	0.62839	0.25632	0.61635	0.73857	0.22989	0.21117	0.42419	0.24176	0.25485	0.73082	0.15194	0.67703	0.55868	0.43049	0.63452	0.52618	0.40019	0.22592	0.71332	0.23127	0.35073	0.58213	0.28454	0.64409	0.72322	0.22834	0.73894	0.51181	0.13545	0.6934	0.23765	0.52355	0.41636	0.55162	0.14344	0.13823
cg06160973	0.61008	0.75981	0.54467	0.32898	0.21287	0.24757	0.73692	0.46482	0.70766	0.35472	0.7897	0.70716	0.49203	0.80068	0.56881	0.622	0.28847	0.21437	0.75658	0.68593	0.27111	0.25119	0.65354	0.68755	0.48573	0.72619	0.24339	0.26039	0.69111	0.49559	0.75242	0.70651	0.63747	0.526	0.49042	0.39078	0.76341	0.22969	0.75053	0.45137	0.53487	0.7267	0.62381	0.33291	0.78205	0.46493	0.19776	0.3486	0.47603	0.71515	0.67989	0.62669	0.77096	0.25599	0.3774	0.69471	0.39592	0.68007	0.29051	0.29688	0.20817	0.72579	0.70073	0.64975	0.31295	0.21629	0.64764	0.27335	0.17028	0.20272	0.4387	0.24087	0.27213	0.4665	0.4553	0.5122	0.41484	0.21674	0.69796	0.18744	0.59344	0.3495	0.25732	0.59631	0.50344	0.65887	0.71769	0.71688	0.26234	0.26634	0.38923	0.63124	0.71065	0.31943	0.37835	0.6065	0.61496	0.16302	0.27442	0.567	0.41738	0.19006	0.68013	0.25227
cg05308244	0.80006	0.59177	0.81035	0.79545	0.31983	0.60143	0.33096	0.79274	0.78572	0.78683	0.56998	0.75885	0.81889	0.61052	0.34449	0.33209	0.80772	0.33547	0.67981	0.78097	0.73715	0.80939	0.7139	0.77332	0.81175	0.53016	0.79198	0.80696	0.80648	0.34137	0.64686	0.80925	0.82898	0.7961	0.33806	0.80551	0.64494	0.78158	0.79342	0.80163	0.32222	0.82446	0.36399	0.82679	0.81837	0.33229	0.35682	0.77233	0.8234	0.84206	0.82552	0.8312	0.81886	0.37499	0.81928	0.32915	0.82524	0.81707	0.80381	0.33651	0.83152	0.67313	0.72067	0.34118	0.38824	0.83155	0.71709	0.80941	0.79924	0.76122	0.78546	0.82899	0.69454	0.78851	0.82864	0.79027	0.76895	0.80712	0.83716	0.81344	0.79453	0.76726	0.79683	0.80878	0.78524	0.37814	0.72293	0.30333	0.82989	0.76107	0.71201	0.32942	0.31351	0.7844	0.33272	0.83627	0.80917	0.78675	0.80616	0.61854	0.79241	0.32763	0.37896	0.31186
cg18873965	0.77191	0.77892	0.16411	0.70546	0.87909	0.72446	0.72156	0.88549	0.67636	0.7023	0.91674	0.85903	0.8953	0.74213	0.7428	0.72151	0.69905	0.76351	0.75794	0.8768	0.87314	0.67612	0.77422	0.89571	0.21788	0.88903	0.7191	0.89254	0.73973	0.21222	0.88597	0.87035	0.88484	0.87609	0.71312	0.8762	0.87282	0.73947	0.87902	0.88972	0.89881	0.72091	0.8938	0.68212	0.88786	0.90066	0.87283	0.21994	0.89723	0.72147	0.88373	0.8997	0.88383	0.43737	0.89319	0.17957	0.69444	0.70758	0.87975	0.87942	0.70655	0.77765	0.88845	0.70672	0.88109	0.66163	0.32713	0.73707	0.8652	0.86842	0.73566	0.11538	0.73918	0.71453	0.90409	0.89379	0.73479	0.18199	0.88677	0.87194	0.89467	0.69004	0.61871	0.68745	0.73904	0.7314	0.21482	0.17839	0.20904	0.70817	0.89246	0.23535	0.88281	0.75963	0.17979	0.71825	0.65264	0.67196	0.90042	0.60524	0.88915	0.16227	0.89788	0.73057
cg11322251	0.28833	0.54109	0.27365	0.06331	0.06578	0.12826	0.42873	0.30777	0.07879	0.149	0.61195	0.55064	0.22451	0.63148	0.51181	0.08187	0.14459	0.06898	0.62027	0.19063	0.09148	0.07064	0.49521	0.07772	0.05861	0.05605	0.51042	0.0628	0.41873	0.09282	0.55629	0.57355	0.09098	0.46751	0.06031	0.06549	0.51995	0.06411	0.19841	0.06274	0.28877	0.54203	0.54858	0.06357	0.61317	0.06711	0.0669	0.29557	0.06332	0.07744	0.06306	0.31766	0.38521	0.12768	0.08095	0.41219	0.07054	0.17151	0.40374	0.06962	0.53191	0.38995	0.4857	0.20902	0.09632	0.06562	0.09003	0.10899	0.06372	0.11073	0.16395	0.07523	0.06143	0.39067	0.40291	0.0986	0.07	0.06728	0.21537	0.49076	0.35579	0.28962	0.05832	0.50341	0.32815	0.27427	0.56206	0.46838	0.07658	0.53811	0.06413	0.51685	0.53993	0.06629	0.06581	0.08025	0.46512	0.0753	0.06922	0.07526	0.06218	0.18774	0.0899	0.06676
cg03040740	0.85272	0.86616	0.91857	0.92204	0.86868	0.81282	0.90456	0.9304	0.90648	0.74874	0.89127	0.89281	0.91302	0.90294	0.91165	0.92108	0.91962	0.91592	0.85008	0.87018	0.83147	0.9155	0.84029	0.91605	0.9129	0.91829	0.83427	0.35647	0.92429	0.35202	0.91452	0.83773	0.8757	0.83678	0.86252	0.91494	0.80975	0.92155	0.38536	0.91902	0.33477	0.74426	0.91255	0.8598	0.85524	0.30892	0.92591	0.85801	0.91798	0.87475	0.77909	0.8487	0.72399	0.88059	0.86957	0.92158	0.34398	0.40143	0.91788	0.9235	0.83166	0.37818	0.91288	0.9198	0.33436	0.92043	0.90659	0.91787	0.88087	0.9132	0.91811	0.30374	0.29509	0.85553	0.84383	0.84776	0.82801	0.92268	0.92004	0.82659	0.84516	0.84708	0.84261	0.84197	0.29967	0.83944	0.9124	0.83846	0.92689	0.92825	0.84022	0.9135	0.89932	0.33902	0.33643	0.91206	0.77505	0.34412	0.83984	0.92605	0.91069	0.914	0.83651	0.85294
cg00814218	0.75225	0.70722	0.78253	0.75242	0.73411	0.84298	0.52046	0.45662	0.44785	0.53369	0.75786	0.75835	0.09648	0.12834	0.81088	0.79707	0.07171	0.51356	0.80986	0.06627	0.36487	0.78545	0.10191	0.59919	0.74722	0.49634	0.46607	0.47294	0.50573	0.64113	0.09282	0.4781	0.42792	0.661	0.49404	0.47386	0.08227	0.4915	0.08465	0.78577	0.44722	0.47201	0.4807	0.46605	0.77317	0.50816	0.52167	0.11455	0.41688	0.71661	0.10152	0.80329	0.45534	0.63259	0.77453	0.7927	0.72258	0.50743	0.33193	0.41475	0.45678	0.10092	0.80552	0.45962	0.46987	0.8422	0.42605	0.47104	0.43475	0.67662	0.0942	0.77167	0.7851	0.49512	0.75168	0.78697	0.5708	0.43968	0.1666	0.39104	0.0987	0.65438	0.52455	0.49301	0.76749	0.47538	0.53332	0.47161	0.43081	0.70592	0.82244	0.64331	0.83445	0.54446	0.1173	0.773	0.5206	0.71388	0.81664	0.33018	0.48337	0.39124	0.76567	0.09244
cg13185030	0.10239	0.11012	0.58125	0.32396	0.32534	0.33334	0.64684	0.73327	0.13691	0.63963	0.8568	0.72019	0.26643	0.67459	0.52825	0.56084	0.68722	0.09057	0.78985	0.70817	0.11466	0.1883	0.11456	0.51601	0.60852	0.08646	0.56932	0.28077	0.18401	0.53131	0.74165	0.64775	0.31234	0.54409	0.10803	0.54484	0.1315	0.09881	0.09328	0.20086	0.10935	0.10056	0.56373	0.35403	0.14183	0.65053	0.08217	0.09	0.10198	0.74801	0.11219	0.64645	0.18091	0.1168	0.10216	0.35909	0.17567	0.31195	0.41213	0.72403	0.14223	0.10235	0.28758	0.7067	0.09038	0.10225	0.70328	0.55359	0.72773	0.12291	0.408	0.69361	0.08775	0.099	0.452	0.17844	0.41396	0.57518	0.1016	0.24854	0.21418	0.1566	0.6754	0.69589	0.30556	0.46214	0.20436	0.16766	0.78336	0.59611	0.0965	0.26801	0.14113	0.22652	0.51407	0.12794	0.12452	0.69377	0.10623	0.10785	0.32959	0.61743	0.39126	0.37243
cg13570982	0.05043	0.05909	0.49757	0.33208	0.27965	0.28798	0.47949	0.5817	0.06723	0.53591	0.64546	0.63295	0.19054	0.45469	0.43035	0.47103	0.55622	0.06492	0.65541	0.61466	0.06625	0.08969	0.05575	0.36939	0.54907	0.05628	0.45477	0.13392	0.10142	0.43695	0.58848	0.51681	0.23876	0.47939	0.05863	0.37305	0.0652	0.05729	0.05259	0.13668	0.0586	0.0527	0.47867	0.22103	0.09291	0.57416	0.0591	0.05697	0.05793	0.59984	0.06132	0.52865	0.12213	0.05669	0.06039	0.25558	0.13099	0.23542	0.28114	0.58957	0.08133	0.06274	0.09941	0.56561	0.05692	0.06086	0.61293	0.46605	0.60353	0.05495	0.27567	0.60451	0.05768	0.08179	0.40671	0.1524	0.33398	0.51568	0.05594	0.20735	0.19743	0.14804	0.59275	0.58004	0.27399	0.39147	0.13059	0.1229	0.624	0.52772	0.05733	0.10213	0.08695	0.20804	0.39422	0.06466	0.06756	0.54263	0.06686	0.05706	0.29077	0.50551	0.27796	0.20067
cg17403875	0.08522	0.11203	0.49941	0.45314	0.42172	0.40598	0.54528	0.59097	0.1367	0.5317	0.67518	0.61441	0.30229	0.53553	0.46512	0.50438	0.59868	0.09496	0.63935	0.59991	0.12363	0.1929	0.08928	0.45327	0.54232	0.09952	0.49694	0.2529	0.21283	0.5038	0.54182	0.56143	0.40406	0.54239	0.08627	0.43915	0.14117	0.0919	0.11539	0.20912	0.08639	0.08169	0.51033	0.33276	0.17797	0.59075	0.08686	0.09683	0.09879	0.60455	0.13201	0.53714	0.24299	0.08789	0.0906	0.36547	0.21346	0.34982	0.41219	0.60269	0.14106	0.07835	0.23484	0.59964	0.09007	0.09779	0.61079	0.50343	0.5962	0.13328	0.36371	0.60444	0.092	0.11191	0.46424	0.29347	0.40527	0.50406	0.09407	0.32201	0.29792	0.28101	0.55928	0.56742	0.34192	0.42463	0.2783	0.24001	0.63239	0.54611	0.09599	0.19645	0.18493	0.25217	0.42852	0.09764	0.14355	0.51696	0.12024	0.11212	0.35846	0.52392	0.40304	0.30891
cg09939831	0.07017	0.07038	0.35372	0.18488	0.16809	0.16274	0.38473	0.57602	0.06344	0.44679	0.73155	0.62756	0.10543	0.39558	0.31718	0.35618	0.53939	0.06678	0.64965	0.60179	0.07004	0.08467	0.0655	0.15788	0.43709	0.0688	0.38911	0.07549	0.07034	0.32963	0.47015	0.41976	0.16878	0.4201	0.07032	0.18461	0.08296	0.08754	0.07179	0.08013	0.07891	0.07031	0.41366	0.12579	0.06763	0.53206	0.06491	0.07381	0.07465	0.59185	0.07943	0.48133	0.08962	0.06865	0.06848	0.13923	0.09711	0.13979	0.08583	0.58044	0.07246	0.07206	0.08652	0.56018	0.07104	0.05962	0.6126	0.35595	0.62057	0.05896	0.16086	0.58693	0.07584	0.07193	0.27074	0.08475	0.22283	0.3833	0.07171	0.12731	0.10139	0.08303	0.58421	0.54745	0.15157	0.21556	0.09461	0.07532	0.51363	0.52112	0.07306	0.07264	0.07605	0.09502	0.13481	0.07312	0.06746	0.37426	0.07995	0.06695	0.14391	0.43951	0.12216	0.08901
cg01543583	0.61939	0.65037	0.09305	0.09193	0.52312	0.80695	0.85392	0.09596	0.53606	0.56278	0.84201	0.54928	0.83785	0.09757	0.86076	0.0864	0.84136	0.83935	0.0954	0.8309	0.5986	0.55737	0.12253	0.57145	0.84605	0.86615	0.11334	0.84722	0.83262	0.08579	0.09647	0.10199	0.81797	0.55727	0.5791	0.09733	0.09296	0.83685	0.85772	0.5674	0.85215	0.55648	0.57551	0.53889	0.11616	0.83829	0.84383	0.81371	0.84177	0.55154	0.54664	0.54701	0.84858	0.53831	0.82957	0.51763	0.82642	0.55472	0.50423	0.83314	0.53358	0.60212	0.8123	0.56768	0.08594	0.85039	0.81269	0.10826	0.57839	0.82278	0.55118	0.82634	0.54883	0.11309	0.52811	0.83738	0.19598	0.83586	0.2761	0.47088	0.83733	0.0964	0.07926	0.53299	0.09193	0.59213	0.60589	0.10157	0.84396	0.6465	0.12554	0.09851	0.07996	0.57676	0.08474	0.09018	0.09206	0.11245	0.55702	0.52298	0.10184	0.53607	0.82801	0.867
cg09856996	0.48613	0.51642	0.78573	0.43798	0.46787	0.51656	0.47225	0.46009	0.48738	0.79088	0.47174	0.47723	0.45141	0.49616	0.47699	0.76937	0.45431	0.48188	0.46993	0.81078	0.80254	0.82512	0.4673	0.47855	0.74139	0.43388	0.4862	0.46191	0.47306	0.38385	0.47372	0.74193	0.41955	0.83136	0.08314	0.78789	0.83799	0.46052	0.75356	0.07701	0.46978	0.83352	0.07783	0.81994	0.84119	0.81135	0.08427	0.47977	0.08571	0.57521	0.6046	0.47998	0.45661	0.83222	0.79852	0.0845	0.52247	0.08987	0.81602	0.45079	0.8211	0.50415	0.43812	0.43343	0.40895	0.50167	0.48536	0.79753	0.83105	0.79095	0.46533	0.82127	0.49388	0.80275	0.46435	0.79334	0.50499	0.07959	0.64626	0.43131	0.80791	0.41167	0.47728	0.84463	0.75274	0.4812	0.83539	0.79753	0.53131	0.79558	0.76882	0.48488	0.42895	0.50397	0.78076	0.82669	0.42607	0.8224	0.80177	0.46577	0.44345	0.34081	0.8089	0.10024
cg14525688	0.3159	0.10828	0.63302	0.33993	0.51973	0.53719	0.26449	0.07334	0.08421	0.53255	0.67044	0.60626	0.53019	0.53522	0.4883	0.37184	0.4341	0.07931	0.68641	0.08264	0.24336	0.59506	0.57218	0.55657	0.5023	0.07974	0.09308	0.60175	0.1653	0.57967	0.6386	0.45876	0.36853	0.55071	0.19234	0.08898	0.40778	0.09803	0.64296	0.10867	0.10445	0.52557	0.47417	0.41875	0.6237	0.08874	0.09715	0.12892	0.08829	0.55638	0.08435	0.36148	0.08508	0.08977	0.49448	0.51152	0.32282	0.34063	0.61344	0.6154	0.59982	0.25246	0.10178	0.48426	0.11664	0.52479	0.48578	0.10215	0.52048	0.41579	0.54857	0.57761	0.08252	0.10595	0.50279	0.2307	0.41811	0.09209	0.23606	0.59297	0.42015	0.06945	0.08053	0.4673	0.13183	0.15893	0.59713	0.28589	0.56119	0.56844	0.1078	0.62692	0.55247	0.17285	0.08344	0.11217	0.07928	0.58827	0.59857	0.57285	0.4111	0.27186	0.18119	0.39427
cg27224751	0.86439	0.8761	0.51543	0.52952	0.84655	0.10811	0.68889	0.85189	0.87331	0.86426	0.65621	0.83632	0.51275	0.61716	0.85911	0.83424	0.81872	0.85093	0.85848	0.85626	0.55008	0.10085	0.60131	0.51684	0.5075	0.86321	0.87187	0.09548	0.10345	0.61585	0.55203	0.85078	0.57759	0.83274	0.10048	0.51318	0.84066	0.08949	0.88598	0.55229	0.85499	0.51817	0.86629	0.49944	0.84417	0.12622	0.87176	0.52691	0.51083	0.86526	0.58916	0.8676	0.51368	0.49372	0.88101	0.84834	0.51433	0.85252	0.47138	0.86316	0.49145	0.88514	0.85224	0.8761	0.49481	0.84618	0.52387	0.11896	0.53986	0.16626	0.84881	0.10455	0.85412	0.54551	0.10408	0.52986	0.85332	0.45335	0.78506	0.44782	0.58685	0.83821	0.86228	0.86039	0.53212	0.55341	0.87337	0.85181	0.86482	0.56433	0.85513	0.56333	0.85894	0.53285	0.52923	0.54077	0.5744	0.8585	0.54159	0.08833	0.54317	0.83872	0.87177	0.85639
